DATE,PRODUCT ID,QUANTITY,SALE TYPE,PAYMENT MODE,DISCOUNT %,PRODUCT,CATEGORY,UOM,BUYING PRIZE,SELLING PRICE,NET_SALES,COST,PROFIT,YEAR,MONTH,PERIOD
2021-02-05,P0043,7,Online,Cash,0,Product43,Category05,Kg,67,83.08,581.56,469,112.55999999999995,2021,2,2021-02
2021-02-05,P0005,1,Direct Sales,Cash,0,Product05,Category01,Ft,133,155.61,155.61,133,22.610000000000014,2021,2,2021-02
2021-02-05,P0043,9,Direct Sales,Cash,0,Product43,Category05,Kg,67,83.08,747.72,603,144.72000000000003,2021,2,2021-02
2021-02-06,P0035,1,Direct Sales,Cash,0,Product35,Category04,No.,5,6.7,6.7,5,1.7000000000000002,2021,2,2021-02
2021-02-09,P0034,14,Direct Sales,Online,0,Product34,Category04,Lt,55,58.3,816.1999999999999,770,46.19999999999993,2021,2,2021-02
2021-02-12,P0008,7,Direct Sales,Cash,0,Product08,Category01,Kg,83,94.62,662.34,581,81.34000000000003,2021,2,2021-02
2021-02-12,P0023,9,Online,Cash,0,Product23,Category03,Ft,141,149.46,1345.14,1269,76.1400000000001,2021,2,2021-02
2021-02-15,P0027,4,Direct Sales,Online,0,Product27,Category04,Lt,48,57.120000000000005,228.48000000000002,192,36.48000000000002,2021,2,2021-02
2021-02-18,P0015,6,Online,Cash,0,Product15,Category02,No.,12,15.72,94.32000000000001,72,22.320000000000007,2021,2,2021-02
2021-02-20,P0030,11,Online,Cash,0,Product30,Category04,Ft,148,201.28,2214.08,1628,586.0799999999999,2021,2,2021-02
2021-02-22,P0013,5,Online,Cash,0,Product13,Category02,Kg,112,122.08,610.4,560,50.39999999999998,2021,2,2021-02
2021-02-23,P0025,3,Direct Sales,Cash,0,Product25,Category03,No.,7,8.33,24.990000000000002,21,3.990000000000002,2021,2,2021-02
2021-02-23,P0005,2,Direct Sales,Online,0,Product05,Category01,Ft,133,155.61,311.22,266,45.22000000000003,2021,2,2021-02
2021-02-25,P0002,4,Wholesaler,Online,0,Product02,Category01,Kg,105,142.8,571.2,420,151.20000000000005,2021,2,2021-02
2021-02-25,P0032,11,Online,Cash,0,Product32,Category04,Kg,89,117.48,1292.28,979,313.28,2021,2,2021-02
2021-02-25,P0030,2,Direct Sales,Online,0,Product30,Category04,Ft,148,201.28,402.56,296,106.56,2021,2,2021-02
2021-02-27,P0018,11,Wholesaler,Online,0,Product18,Category02,No.,37,49.21,541.3100000000001,407,134.31000000000006,2021,2,2021-02
2021-03-03,P0011,1,Direct Sales,Online,0,Product11,Category02,Lt,44,48.4,48.4,44,4.399999999999999,2021,3,2021-03
2021-03-07,P0021,9,Direct Sales,Cash,0,Product21,Category03,Ft,126,162.54,1462.86,1134,328.8599999999999,2021,3,2021-03
2021-03-08,P0027,6,Online,Cash,0,Product27,Category04,Lt,48,57.120000000000005,342.72,288,54.72000000000003,2021,3,2021-03
2021-03-08,P0044,9,Online,Online,0,Product44,Category05,Kg,76,82.08,738.72,684,54.72000000000003,2021,3,2021-03
2021-03-09,P0029,6,Wholesaler,Online,0,Product29,Category04,Lt,47,53.11,318.65999999999997,282,36.65999999999997,2021,3,2021-03
2021-03-11,P0025,11,Direct Sales,Cash,0,Product25,Category03,No.,7,8.33,91.63,77,14.629999999999995,2021,3,2021-03
2021-03-13,P0028,10,Wholesaler,Cash,0,Product28,Category04,No.,37,41.81,418.1,370,48.10000000000002,2021,3,2021-03
2021-03-15,P0039,11,Online,Cash,0,Product39,Category05,No.,37,42.55,468.04999999999995,407,61.049999999999955,2021,3,2021-03
2021-03-16,P0012,14,Direct Sales,Cash,0,Product12,Category02,Kg,73,94.17,1318.38,1022,296.3800000000001,2021,3,2021-03
2021-03-18,P0042,8,Wholesaler,Cash,0,Product42,Category05,Ft,120,162.0,1296.0,960,336.0,2021,3,2021-03
2021-03-19,P0028,9,Online,Cash,0,Product28,Category04,No.,37,41.81,376.29,333,43.29000000000002,2021,3,2021-03
2021-03-21,P0020,13,Online,Online,0,Product20,Category03,Lt,61,76.25,991.25,793,198.25,2021,3,2021-03
2021-03-21,P0039,7,Direct Sales,Online,0,Product39,Category05,No.,37,42.55,297.84999999999997,259,38.849999999999966,2021,3,2021-03
2021-03-22,P0002,8,Online,Online,0,Product02,Category01,Kg,105,142.8,1142.4,840,302.4000000000001,2021,3,2021-03
2021-03-22,P0012,4,Online,Online,0,Product12,Category02,Kg,73,94.17,376.68,292,84.68,2021,3,2021-03
2021-03-25,P0024,14,Online,Cash,0,Product24,Category03,Ft,144,156.96,2197.44,2016,181.44000000000005,2021,3,2021-03
2021-03-25,P0006,4,Direct Sales,Cash,0,Product06,Category01,Kg,75,85.5,342.0,300,42.0,2021,3,2021-03
2021-03-25,P0029,8,Direct Sales,Cash,0,Product29,Category04,Lt,47,53.11,424.88,376,48.879999999999995,2021,3,2021-03
2021-03-25,P0038,2,Direct Sales,Online,0,Product38,Category05,Kg,72,79.92,159.84,144,15.840000000000003,2021,3,2021-03
2021-03-26,P0001,4,Direct Sales,Cash,0,Product01,Category01,Kg,98,103.88,415.52,392,23.519999999999982,2021,3,2021-03
2021-03-26,P0042,1,Direct Sales,Cash,0,Product42,Category05,Ft,120,162.0,162.0,120,42.0,2021,3,2021-03
2021-03-26,P0010,9,Direct Sales,Online,0,Product10,Category02,Ft,148,164.28,1478.52,1332,146.51999999999998,2021,3,2021-03
2021-03-27,P0030,3,Direct Sales,Online,0,Product30,Category04,Ft,148,201.28,603.84,444,159.84000000000003,2021,3,2021-03
2021-03-28,P0007,8,Online,Cash,0,Product07,Category01,Lt,43,47.73,381.84,344,37.839999999999975,2021,3,2021-03
2021-03-30,P0038,1,Online,Cash,0,Product38,Category05,Kg,72,79.92,79.92,72,7.920000000000002,2021,3,2021-03
2021-03-31,P0042,3,Direct Sales,Cash,0,Product42,Category05,Ft,120,162.0,486.0,360,126.0,2021,3,2021-03
2021-04-04,P0040,4,Direct Sales,Cash,0,Product40,Category05,Kg,90,115.2,460.8,360,100.80000000000001,2021,4,2021-04
2021-04-04,P0009,9,Online,Cash,0,Product09,Category01,No.,6,7.859999999999999,70.74,54,16.739999999999995,2021,4,2021-04
2021-04-05,P0031,15,Online,Online,0,Product31,Category04,Kg,93,104.16,1562.3999999999999,1395,167.39999999999986,2021,4,2021-04
2021-04-09,P0005,3,Online,Online,0,Product05,Category01,Ft,133,155.61,466.83000000000004,399,67.83000000000004,2021,4,2021-04
2021-04-10,P0022,14,Direct Sales,Online,0,Product22,Category03,Ft,121,141.57,1981.98,1694,287.98,2021,4,2021-04
2021-04-12,P0037,3,Direct Sales,Cash,0,Product37,Category05,Kg,67,85.76,257.28000000000003,201,56.28000000000003,2021,4,2021-04
2021-04-12,P0029,4,Direct Sales,Online,0,Product29,Category04,Lt,47,53.11,212.44,188,24.439999999999998,2021,4,2021-04
2021-04-12,P0027,9,Direct Sales,Online,0,Product27,Category04,Lt,48,57.120000000000005,514.08,432,82.08000000000004,2021,4,2021-04
2021-04-12,P0033,13,Direct Sales,Cash,0,Product33,Category04,Kg,95,119.7,1556.1000000000001,1235,321.10000000000014,2021,4,2021-04
2021-04-15,P0017,3,Direct Sales,Online,0,Product17,Category02,Ft,134,156.78,470.34000000000003,402,68.34000000000003,2021,4,2021-04
2021-04-16,P0018,15,Direct Sales,Cash,0,Product18,Category02,No.,37,49.21,738.15,555,183.14999999999998,2021,4,2021-04
2021-04-18,P0038,9,Wholesaler,Online,0,Product38,Category05,Kg,72,79.92,719.28,648,71.27999999999997,2021,4,2021-04
2021-04-18,P0019,13,Direct Sales,Cash,0,Product19,Category02,Ft,150,210.0,2730.0,1950,780.0,2021,4,2021-04
2021-04-23,P0042,6,Direct Sales,Online,0,Product42,Category05,Ft,120,162.0,972.0,720,252.0,2021,4,2021-04
2021-04-23,P0028,10,Direct Sales,Online,0,Product28,Category04,No.,37,41.81,418.1,370,48.10000000000002,2021,4,2021-04
2021-04-24,P0030,2,Online,Online,0,Product30,Category04,Ft,148,201.28,402.56,296,106.56,2021,4,2021-04
2021-04-26,P0037,3,Direct Sales,Online,0,Product37,Category05,Kg,67,85.76,257.28000000000003,201,56.28000000000003,2021,4,2021-04
2021-04-29,P0030,7,Direct Sales,Online,0,Product30,Category04,Ft,148,201.28,1408.96,1036,372.96000000000004,2021,4,2021-04
2021-04-30,P0029,1,Direct Sales,Online,0,Product29,Category04,Lt,47,53.11,53.11,47,6.109999999999999,2021,4,2021-04
2021-05-01,P0018,3,Online,Cash,0,Product18,Category02,No.,37,49.21,147.63,111,36.629999999999995,2021,5,2021-05
2021-05-01,P0042,1,Online,Cash,0,Product42,Category05,Ft,120,162.0,162.0,120,42.0,2021,5,2021-05
2021-05-03,P0034,3,Online,Online,0,Product34,Category04,Lt,55,58.3,174.89999999999998,165,9.899999999999977,2021,5,2021-05
2021-05-04,P0015,13,Online,Online,0,Product15,Category02,No.,12,15.72,204.36,156,48.360000000000014,2021,5,2021-05
2021-05-04,P0014,4,Direct Sales,Cash,0,Product14,Category02,Kg,112,146.72,586.88,448,138.88,2021,5,2021-05
2021-05-05,P0009,13,Direct Sales,Cash,0,Product09,Category01,No.,6,7.859999999999999,102.17999999999999,78,24.179999999999993,2021,5,2021-05
2021-05-06,P0008,15,Direct Sales,Online,0,Product08,Category01,Kg,83,94.62,1419.3000000000002,1245,174.30000000000018,2021,5,2021-05
2021-05-06,P0009,6,Online,Online,0,Product09,Category01,No.,6,7.859999999999999,47.16,36,11.159999999999997,2021,5,2021-05
2021-05-07,P0018,1,Direct Sales,Cash,0,Product18,Category02,No.,37,49.21,49.21,37,12.21,2021,5,2021-05
2021-05-09,P0016,6,Online,Online,0,Product16,Category02,No.,13,16.64,99.84,78,21.840000000000003,2021,5,2021-05
2021-05-09,P0028,8,Direct Sales,Cash,0,Product28,Category04,No.,37,41.81,334.48,296,38.48000000000002,2021,5,2021-05
2021-05-12,P0016,3,Direct Sales,Online,0,Product16,Category02,No.,13,16.64,49.92,39,10.920000000000002,2021,5,2021-05
2021-05-12,P0035,15,Direct Sales,Online,0,Product35,Category04,No.,5,6.7,100.5,75,25.5,2021,5,2021-05
2021-05-13,P0029,4,Direct Sales,Online,0,Product29,Category04,Lt,47,53.11,212.44,188,24.439999999999998,2021,5,2021-05
2021-05-20,P0042,2,Online,Cash,0,Product42,Category05,Ft,120,162.0,324.0,240,84.0,2021,5,2021-05
2021-05-23,P0040,11,Direct Sales,Online,0,Product40,Category05,Kg,90,115.2,1267.2,990,277.20000000000005,2021,5,2021-05
2021-05-30,P0023,13,Online,Online,0,Product23,Category03,Ft,141,149.46,1942.98,1833,109.98000000000002,2021,5,2021-05
2021-05-30,P0013,6,Online,Cash,0,Product13,Category02,Kg,112,122.08,732.48,672,60.48000000000002,2021,5,2021-05
2021-06-03,P0021,10,Direct Sales,Cash,0,Product21,Category03,Ft,126,162.54,1625.3999999999999,1260,365.39999999999986,2021,6,2021-06
2021-06-04,P0020,8,Wholesaler,Online,0,Product20,Category03,Lt,61,76.25,610.0,488,122.0,2021,6,2021-06
2021-06-04,P0020,12,Online,Cash,0,Product20,Category03,Lt,61,76.25,915.0,732,183.0,2021,6,2021-06
2021-06-05,P0022,15,Wholesaler,Online,0,Product22,Category03,Ft,121,141.57,2123.5499999999997,1815,308.5499999999997,2021,6,2021-06
2021-06-05,P0035,10,Direct Sales,Online,0,Product35,Category04,No.,5,6.7,67.0,50,17.0,2021,6,2021-06
2021-06-06,P0033,6,Direct Sales,Online,0,Product33,Category04,Kg,95,119.7,718.2,570,148.20000000000005,2021,6,2021-06
2021-06-08,P0028,11,Direct Sales,Online,0,Product28,Category04,No.,37,41.81,459.91,407,52.910000000000025,2021,6,2021-06
2021-06-08,P0004,11,Wholesaler,Cash,0,Product04,Category01,Lt,44,48.84,537.24,484,53.24000000000001,2021,6,2021-06
2021-06-09,P0001,7,Direct Sales,Online,0,Product01,Category01,Kg,98,103.88,727.16,686,41.15999999999997,2021,6,2021-06
2021-06-11,P0032,12,Wholesaler,Cash,0,Product32,Category04,Kg,89,117.48,1409.76,1068,341.76,2021,6,2021-06
2021-06-12,P0041,6,Direct Sales,Online,0,Product41,Category05,Ft,138,173.88,1043.28,828,215.27999999999997,2021,6,2021-06
2021-06-14,P0025,10,Online,Cash,0,Product25,Category03,No.,7,8.33,83.3,70,13.299999999999997,2021,6,2021-06
2021-06-16,P0019,5,Wholesaler,Cash,0,Product19,Category02,Ft,150,210.0,1050.0,750,300.0,2021,6,2021-06
2021-06-16,P0015,12,Online,Cash,0,Product15,Category02,No.,12,15.72,188.64000000000001,144,44.640000000000015,2021,6,2021-06
2021-06-16,P0039,11,Direct Sales,Cash,0,Product39,Category05,No.,37,42.55,468.04999999999995,407,61.049999999999955,2021,6,2021-06
2021-06-18,P0025,13,Direct Sales,Cash,0,Product25,Category03,No.,7,8.33,108.29,91,17.290000000000006,2021,6,2021-06
2021-06-19,P0041,5,Direct Sales,Online,0,Product41,Category05,Ft,138,173.88,869.4,690,179.39999999999998,2021,6,2021-06
2021-06-20,P0016,1,Wholesaler,Cash,0,Product16,Category02,No.,13,16.64,16.64,13,3.6400000000000006,2021,6,2021-06
2021-06-23,P0016,4,Direct Sales,Online,0,Product16,Category02,No.,13,16.64,66.56,52,14.560000000000002,2021,6,2021-06
2021-06-24,P0011,13,Direct Sales,Online,0,Product11,Category02,Lt,44,48.4,629.1999999999999,572,57.19999999999993,2021,6,2021-06
2021-06-26,P0009,7,Online,Online,0,Product09,Category01,No.,6,7.859999999999999,55.019999999999996,42,13.019999999999996,2021,6,2021-06
2021-06-27,P0005,11,Direct Sales,Cash,0,Product05,Category01,Ft,133,155.61,1711.71,1463,248.71000000000004,2021,6,2021-06
2021-06-28,P0021,2,Online,Cash,0,Product21,Category03,Ft,126,162.54,325.08,252,73.07999999999998,2021,6,2021-06
2021-06-28,P0035,7,Online,Online,0,Product35,Category04,No.,5,6.7,46.9,35,11.899999999999999,2021,6,2021-06
2021-06-29,P0014,4,Direct Sales,Online,0,Product14,Category02,Kg,112,146.72,586.88,448,138.88,2021,6,2021-06
2021-07-01,P0005,11,Direct Sales,Cash,0,Product05,Category01,Ft,133,155.61,1711.71,1463,248.71000000000004,2021,7,2021-07
2021-07-02,P0010,11,Direct Sales,Cash,0,Product10,Category02,Ft,148,164.28,1807.08,1628,179.07999999999993,2021,7,2021-07
2021-07-03,P0033,9,Online,Cash,0,Product33,Category04,Kg,95,119.7,1077.3,855,222.29999999999995,2021,7,2021-07
2021-07-03,P0003,8,Online,Cash,0,Product03,Category01,Kg,71,80.94,647.52,568,79.51999999999998,2021,7,2021-07
2021-07-05,P0002,8,Direct Sales,Online,0,Product02,Category01,Kg,105,142.8,1142.4,840,302.4000000000001,2021,7,2021-07
2021-07-06,P0041,15,Direct Sales,Cash,0,Product41,Category05,Ft,138,173.88,2608.2,2070,538.1999999999998,2021,7,2021-07
2021-07-08,P0004,10,Direct Sales,Online,0,Product04,Category01,Lt,44,48.84,488.40000000000003,440,48.400000000000034,2021,7,2021-07
2021-07-10,P0034,6,Wholesaler,Cash,0,Product34,Category04,Lt,55,58.3,349.79999999999995,330,19.799999999999955,2021,7,2021-07
2021-07-11,P0009,4,Wholesaler,Online,0,Product09,Category01,No.,6,7.859999999999999,31.439999999999998,24,7.439999999999998,2021,7,2021-07
2021-07-13,P0019,1,Direct Sales,Cash,0,Product19,Category02,Ft,150,210.0,210.0,150,60.0,2021,7,2021-07
2021-07-16,P0023,8,Wholesaler,Cash,0,Product23,Category03,Ft,141,149.46,1195.68,1128,67.68000000000006,2021,7,2021-07
2021-07-18,P0027,14,Online,Online,0,Product27,Category04,Lt,48,57.120000000000005,799.6800000000001,672,127.68000000000006,2021,7,2021-07
2021-07-20,P0038,11,Online,Online,0,Product38,Category05,Kg,72,79.92,879.12,792,87.12,2021,7,2021-07
2021-07-20,P0043,5,Direct Sales,Online,0,Product43,Category05,Kg,67,83.08,415.4,335,80.39999999999998,2021,7,2021-07
2021-07-21,P0029,15,Direct Sales,Online,0,Product29,Category04,Lt,47,53.11,796.65,705,91.64999999999998,2021,7,2021-07
2021-07-22,P0026,3,Wholesaler,Cash,0,Product26,Category04,No.,18,24.66,73.98,54,19.980000000000004,2021,7,2021-07
2021-07-22,P0024,14,Online,Cash,0,Product24,Category03,Ft,144,156.96,2197.44,2016,181.44000000000005,2021,7,2021-07
2021-07-23,P0036,7,Wholesaler,Online,0,Product36,Category04,Kg,90,96.3,674.1,630,44.10000000000002,2021,7,2021-07
2021-07-23,P0037,8,Direct Sales,Online,0,Product37,Category05,Kg,67,85.76,686.08,536,150.08000000000004,2021,7,2021-07
2021-07-24,P0009,4,Online,Cash,0,Product09,Category01,No.,6,7.859999999999999,31.439999999999998,24,7.439999999999998,2021,7,2021-07
2021-07-29,P0044,15,Online,Cash,0,Product44,Category05,Kg,76,82.08,1231.2,1140,91.20000000000005,2021,7,2021-07
2021-08-01,P0001,11,Direct Sales,Cash,0,Product01,Category01,Kg,98,103.88,1142.6799999999998,1078,64.67999999999984,2021,8,2021-08
2021-08-02,P0023,3,Direct Sales,Online,0,Product23,Category03,Ft,141,149.46,448.38,423,25.379999999999995,2021,8,2021-08
2021-08-03,P0022,13,Online,Online,0,Product22,Category03,Ft,121,141.57,1840.4099999999999,1573,267.40999999999985,2021,8,2021-08
2021-08-03,P0034,12,Online,Online,0,Product34,Category04,Lt,55,58.3,699.5999999999999,660,39.59999999999991,2021,8,2021-08
2021-08-05,P0028,14,Direct Sales,Cash,0,Product28,Category04,No.,37,41.81,585.34,518,67.34000000000003,2021,8,2021-08
2021-08-06,P0037,1,Wholesaler,Cash,0,Product37,Category05,Kg,67,85.76,85.76,67,18.760000000000005,2021,8,2021-08
2021-08-10,P0005,4,Wholesaler,Cash,0,Product05,Category01,Ft,133,155.61,622.44,532,90.44000000000005,2021,8,2021-08
2021-08-10,P0044,10,Online,Cash,0,Product44,Category05,Kg,76,82.08,820.8,760,60.799999999999955,2021,8,2021-08
2021-08-10,P0006,6,Direct Sales,Cash,0,Product06,Category01,Kg,75,85.5,513.0,450,63.0,2021,8,2021-08
2021-08-11,P0023,4,Direct Sales,Online,0,Product23,Category03,Ft,141,149.46,597.84,564,33.84000000000003,2021,8,2021-08
2021-08-13,P0011,13,Direct Sales,Online,0,Product11,Category02,Lt,44,48.4,629.1999999999999,572,57.19999999999993,2021,8,2021-08
2021-08-13,P0027,9,Direct Sales,Online,0,Product27,Category04,Lt,48,57.120000000000005,514.08,432,82.08000000000004,2021,8,2021-08
2021-08-16,P0003,3,Online,Online,0,Product03,Category01,Kg,71,80.94,242.82,213,29.819999999999993,2021,8,2021-08
2021-08-18,P0025,6,Direct Sales,Online,0,Product25,Category03,No.,7,8.33,49.980000000000004,42,7.980000000000004,2021,8,2021-08
2021-08-20,P0020,15,Direct Sales,Cash,0,Product20,Category03,Lt,61,76.25,1143.75,915,228.75,2021,8,2021-08
2021-08-20,P0031,9,Direct Sales,Online,0,Product31,Category04,Kg,93,104.16,937.4399999999999,837,100.43999999999994,2021,8,2021-08
2021-08-20,P0028,13,Direct Sales,Online,0,Product28,Category04,No.,37,41.81,543.53,481,62.52999999999997,2021,8,2021-08
2021-08-26,P0039,4,Direct Sales,Online,0,Product39,Category05,No.,37,42.55,170.2,148,22.19999999999999,2021,8,2021-08
2021-08-29,P0034,12,Wholesaler,Online,0,Product34,Category04,Lt,55,58.3,699.5999999999999,660,39.59999999999991,2021,8,2021-08
2021-08-30,P0013,13,Direct Sales,Online,0,Product13,Category02,Kg,112,122.08,1587.04,1456,131.03999999999996,2021,8,2021-08
2021-08-31,P0001,2,Direct Sales,Online,0,Product01,Category01,Kg,98,103.88,207.76,196,11.759999999999991,2021,8,2021-08
2021-08-31,P0035,11,Direct Sales,Online,0,Product35,Category04,No.,5,6.7,73.7,55,18.700000000000003,2021,8,2021-08
2021-09-01,P0024,1,Wholesaler,Cash,0,Product24,Category03,Ft,144,156.96,156.96,144,12.960000000000008,2021,9,2021-09
2021-09-01,P0003,14,Online,Online,0,Product03,Category01,Kg,71,80.94,1133.1599999999999,994,139.15999999999985,2021,9,2021-09
2021-09-03,P0041,8,Direct Sales,Online,0,Product41,Category05,Ft,138,173.88,1391.04,1104,287.03999999999996,2021,9,2021-09
2021-09-04,P0028,7,Direct Sales,Online,0,Product28,Category04,No.,37,41.81,292.67,259,33.670000000000016,2021,9,2021-09
2021-09-04,P0023,15,Direct Sales,Online,0,Product23,Category03,Ft,141,149.46,2241.9,2115,126.90000000000009,2021,9,2021-09
2021-09-05,P0032,1,Direct Sales,Cash,0,Product32,Category04,Kg,89,117.48,117.48,89,28.480000000000004,2021,9,2021-09
2021-09-07,P0019,5,Direct Sales,Online,0,Product19,Category02,Ft,150,210.0,1050.0,750,300.0,2021,9,2021-09
2021-09-09,P0044,4,Direct Sales,Online,0,Product44,Category05,Kg,76,82.08,328.32,304,24.319999999999993,2021,9,2021-09
2021-09-10,P0030,6,Direct Sales,Online,0,Product30,Category04,Ft,148,201.28,1207.68,888,319.68000000000006,2021,9,2021-09
2021-09-10,P0001,9,Wholesaler,Online,0,Product01,Category01,Kg,98,103.88,934.92,882,52.91999999999996,2021,9,2021-09
2021-09-10,P0026,2,Direct Sales,Online,0,Product26,Category04,No.,18,24.66,49.32,36,13.32,2021,9,2021-09
2021-09-11,P0001,6,Wholesaler,Online,0,Product01,Category01,Kg,98,103.88,623.28,588,35.27999999999997,2021,9,2021-09
2021-09-13,P0041,7,Direct Sales,Cash,0,Product41,Category05,Ft,138,173.88,1217.1599999999999,966,251.15999999999985,2021,9,2021-09
2021-09-15,P0042,6,Direct Sales,Online,0,Product42,Category05,Ft,120,162.0,972.0,720,252.0,2021,9,2021-09
2021-09-15,P0042,14,Direct Sales,Online,0,Product42,Category05,Ft,120,162.0,2268.0,1680,588.0,2021,9,2021-09
2021-09-21,P0020,7,Wholesaler,Cash,0,Product20,Category03,Lt,61,76.25,533.75,427,106.75,2021,9,2021-09
2021-09-22,P0040,2,Online,Cash,0,Product40,Category05,Kg,90,115.2,230.4,180,50.400000000000006,2021,9,2021-09
2021-09-22,P0002,4,Direct Sales,Cash,0,Product02,Category01,Kg,105,142.8,571.2,420,151.20000000000005,2021,9,2021-09
2021-09-23,P0018,12,Direct Sales,Cash,0,Product18,Category02,No.,37,49.21,590.52,444,146.51999999999998,2021,9,2021-09
2021-09-23,P0021,7,Online,Online,0,Product21,Category03,Ft,126,162.54,1137.78,882,255.77999999999997,2021,9,2021-09
2021-09-27,P0034,1,Direct Sales,Cash,0,Product34,Category04,Lt,55,58.3,58.3,55,3.299999999999997,2021,9,2021-09
2021-09-30,P0014,9,Online,Online,0,Product14,Category02,Kg,112,146.72,1320.48,1008,312.48,2021,9,2021-09
2021-09-30,P0006,5,Online,Online,0,Product06,Category01,Kg,75,85.5,427.5,375,52.5,2021,9,2021-09
2021-10-01,P0030,14,Online,Cash,0,Product30,Category04,Ft,148,201.28,2817.92,2072,745.9200000000001,2021,10,2021-10
